fSCFr_pct,atp_fwd,atp_bwd,amp,adp,atp,form,cho,prpp,gar,aic,mu,theta,v_ppat,v_gart,v_atic,v_tyms,v_fthfs,f_ser_formate,f_ser_cho,ffor,flac,fo,energy_charge,converged,max_residual,onec_index
0.0,0.8468180491919377,0.8468180491919375,0.007064855264358133,0.08647721486602081,0.8468180491919375,0.010379752813913285,0.00023252841623219606,0.4355777185953197,2.977389504670979,0.1797792160781314,0.01911735225583874,0.20239017735991166,0.7871841367948459,0.43252538236411575,0.41111055815425845,0.04779338063959685,0.8914293211579707,0.8854166666666666,0.0,-0.006012654491304198,128.76082757974473,69.9432859552877,0.9465061717700018,True,3.677613769070831e-16,0.5070588235294118
2.0202020202020203,0.8733810678147402,0.87338106781474,0.007297346132288246,0.08925640003125597,0.87338106781474,0.01126373607057859,0.00024278494394481607,0.4356096097302528,2.815020710922739,0.18234927109351415,0.019840421181584238,0.20279837333150993,0.7868047690783672,0.4494515014465035,0.4275986879965019,0.0496010529539606,0.9266512423969655,0.9211910774410774,0.0,-0.005460164955888382,131.81020729907937,71.23231979042606,0.9464649114563292,True,4.85722573273506e-16,0.527260843731432
4.040404040404041,0.9002812780274168,0.9002812780274169,0.007533221336144585,0.09207346341487088,0.9002812780274169,0.012227639816482385,0.00025312963768963574,0.4356453172686917,2.6548676296487606,0.184776366327455,0.020559170650012466,0.20321534253135806,0.7864195257086772,0.4663508860926581,0.4440744006124973,0.05139792662503116,0.9618232133301866,0.9569654882154882,0.0,-0.00485772511469851,134.8505806628582,72.5044432372166,0.9464240444552179,True,1.1102230246251565e-16,0.5474628639334521
6.0606060606060606,0.9275175066001771,0.9275175066001773,0.007772472480548563,0.09492829066772518,0.9275175066001771,0.013282614401509008,0.0002635629650086803,0.43568487628774805,2.496907900601171,0.18705585436318825,0.02127344089386614,0.2036411141087569,0.7860283976271116,0.48321978492612805,0.4605348778281623,0.053183602234665346,0.9969382649889559,0.992739898989899,0.0,-0.004198365999056871,137.88104632549468,73.75959903770213,0.9463835776976676,True,1.4210854715202004e-14,0.5676648841354723
8.080808080808081,0.9550874866310921,0.9550874866310922,0.008015081205127407,0.09782065070416648,0.9550874866310921,0.01444193852621758,0.0002740852719836563,0.4357283178202118,2.341126392104132,0.1891805838521469,0.021983054306395005,0.20407569766510625,0.7856313917527665,0.5000536439265938,0.47697681849284196,0.054957635765987514,1.031988098185424,1.0285143097643097,0.0,-0.0034737884211140137,140.90062192560998,74.99770391276004,0.946343518963108,True,6.522560269672795e-16,0.5878669043374926
10.1010101010101,0.9829875912860633,0.9829875912860632,0.00826101676901666,0.10075016734073862,0.9829875912860633,0.015721539012106753,0.00028469677091055737,0.43577566777803023,2.1875166093850824,0.19114034260706947,0.02268781106662226,0.20451907829728122,0.785228535092627,0.5168469106152919,0.4933963203743063,0.05671952766655565,1.0669627586561539,1.0642887205387206,0.0,-0.0026740381174332802,143.90822453599847,76.2186418637351,0.9463038771099975,True,1.4210854715202004e-14,0.6080689245395128
12.121212121212121,1.0112124943648377,1.011212494364838,0.008510232970380751,0.1037162831333911,1.0112124943648377,0.01714066585765848,0.0002953975324952312,0.4358269455788827,2.0360825625429406,0.19292107705490041,0.02338748358564415,0.20497121029118662,0.7848198799729937,0.5335927762082102,0.5097887299797741,0.05846870896411037,1.1018502151520944,1.1000631313131313,0.0,-0.0017870838389634526,146.9026457858414,77.42225572802349,0.9462646623674789,True,3.191891195797325e-16,0.628270944741533
14.14141414141414,1.039754734013186,1.0397547340131859,0.008762664185710613,0.106718212888314,1.039754734013186,0.018722777389433776,0.00030618748892646396,0.43588216237897687,1.8868412632208333,0.19450379499785092,0.02408180939452704,0.20543200902755046,0.7844055107558279,0.5502828327751317,0.5261484499576962,0.06020452348631759,1.1366358062191457,1.135837542087542,0.0,-0.0007982641316038909,149.8825199423868,78.6083364247754,0.9462258867077308,True,1.4210854715202004e-14,0.6484729649435531
16.161616161616163,1.0686041477326236,1.0686041477326236,0.009018220239234476,0.10975488344950905,1.0686041477326236,0.020496712446045347,0.0003170664597887629,0.43594131878026526,1.7398260927348783,0.19586300979845453,0.024770481969401636,0.20590134050940004,0.7839855525295722,0.5669066123961005,0.5424686902635697,0.06192620492350409,1.1713015075831745,1.1716119528619529,0.0,0.00031044527877834016,152.84628267157737,79.77660914483242,0.9461875643250689,True,1.4210854715202004e-14,0.6686749851455733
18.181818181818183,1.0977471360113633,1.0977471360113635,0.009276779714026288,0.11282485520974904,1.0977471360113633,0.022498258504336,0.0003280342233123386,0.4360044018330228,1.5950913945353116,0.19696450618172662,0.025453138827409058,0.2063790077172747,0.7835601824314035,0.5834509602703595,0.5587411447322713,0.06363284706852265,1.2058249520711535,1.2073863636363635,0.0,0.001561411565209999,155.79211745955777,80.92671550489653,0.9461497122560993,True,4.263256414560601e-14,0.6888770053475936
